"seed","n","p","q","n_trials","arm","ok","healthy","beta_rmse","sigma_rel_frob","frob_Shat","sigma_collapse","sigma_runaway","phi_mean","max_g_fe","max_abs_loading","secs","pass_abs","err"
11304,120,8,2,10,"gllvm_va",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,"N/A: Family(families):  beta.binomial  not implemented with method ' VA ."
11305,120,8,2,10,"gtmb_va",TRUE,FALSE,0.147983934923785,1.99918532423948,2.4187621885135,FALSE,TRUE,338524.963262295,0.00569971480223483,NA,2.955,FALSE,"status=failed_health_gate"
11305,120,8,2,10,"gtmb_la",TRUE,TRUE,0.151777330594262,0.860496643089076,1.20221107036404,FALSE,FALSE,3.23391382363408,0.000596976085910805,0.675331370532895,0.475999999999999,FALSE,NA
11305,120,8,2,10,"gllvm_la",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.00300000000000011,FALSE,"N/A: the condition has length > 1"
11305,120,8,2,10,"gllvm_va",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,"N/A: Family(families):  beta.binomial  not implemented with method ' VA ."
11306,120,8,2,10,"gtmb_va",TRUE,FALSE,0.126006377452376,0.82669053146227,2.44143491867357,FALSE,FALSE,3.75903354298371,0.000130459846030551,NA,1.79799999999999,FALSE,"status=failed_health_gate"
11306,120,8,2,10,"gtmb_la",TRUE,TRUE,0.125645469669643,0.694704682130796,2.19168218759622,FALSE,FALSE,3.57560006353967,0.000853957132002526,0.906342159798697,0.609000000000002,FALSE,NA
11306,120,8,2,10,"gllvm_la",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.00300000000000011,FALSE,"N/A: the condition has length > 1"
11306,120,8,2,10,"gllvm_va",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,"N/A: Family(families):  beta.binomial  not implemented with method ' VA ."
11307,120,8,2,10,"gtmb_va",TRUE,FALSE,0.132634900827593,0.900724131790382,1.76846039288248,FALSE,FALSE,3.13913168286001,4.22927496074657e-05,NA,2.005,FALSE,"status=failed_health_gate"
11307,120,8,2,10,"gtmb_la",TRUE,TRUE,0.13240843347133,0.719021150622396,1.52728944599615,FALSE,FALSE,3.05873977919553,0.000398189798332504,0.69606966517352,0.386000000000003,FALSE,NA
11307,120,8,2,10,"gllvm_la",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.00399999999999778,FALSE,"N/A: the condition has length > 1"
11307,120,8,2,10,"gllvm_va",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,"N/A: Family(families):  beta.binomial  not implemented with method ' VA ."
11308,120,8,2,10,"gtmb_va",TRUE,FALSE,0.0944690977897941,0.876544043710634,1.92408494622223,FALSE,FALSE,3.29526176660023,0.000124166935460135,NA,2.164,FALSE,"status=failed_health_gate"
11308,120,8,2,10,"gtmb_la",TRUE,TRUE,0.0876687456578313,0.647949484471572,1.47382284836821,FALSE,FALSE,3.06744041361108,0.000851111033676737,0.664196181955615,0.634999999999998,FALSE,NA
11308,120,8,2,10,"gllvm_la",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.00399999999999778,FALSE,"N/A: the condition has length > 1"
11308,120,8,2,10,"gllvm_va",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.000999999999997669,FALSE,"N/A: Family(families):  beta.binomial  not implemented with method ' VA ."
11309,120,8,2,10,"gtmb_va",TRUE,FALSE,0.10882742485706,1.52483245211833,2.34789208964106,FALSE,TRUE,3.99460391366961,0.000304292286944952,NA,2.232,FALSE,"status=failed_health_gate"
11309,120,8,2,10,"gtmb_la",TRUE,TRUE,0.108997047153428,0.728555634085876,1.35321502399569,FALSE,FALSE,3.38283937397841,0.000581489612375752,0.701628998562623,0.673999999999999,FALSE,NA
11309,120,8,2,10,"gllvm_la",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.00300000000000011,FALSE,"N/A: the condition has length > 1"
11309,120,8,2,10,"gllvm_va",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,"N/A: Family(families):  beta.binomial  not implemented with method ' VA ."
11310,120,8,2,10,"gtmb_va",TRUE,FALSE,0.101319958591698,1.47744225583967,1.67749663565979,FALSE,FALSE,4.78594563039728,0.000219596889421858,NA,2.288,FALSE,"status=failed_health_gate"
11310,120,8,2,10,"gtmb_la",TRUE,TRUE,0.102122142684665,0.921668491759841,1.1529718003839,FALSE,FALSE,3.62621353906498,0.000694490763831157,0.707193957609928,0.559999999999995,FALSE,NA
11310,120,8,2,10,"gllvm_la",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.00399999999999778,FALSE,"N/A: the condition has length > 1"
11310,120,8,2,10,"gllvm_va",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.000999999999997669,FALSE,"N/A: Family(families):  beta.binomial  not implemented with method ' VA ."
11311,120,8,2,10,"gtmb_va",TRUE,FALSE,0.092695169838209,1.53411348840998,2.20361495128424,FALSE,TRUE,3.58388107916184,3.63319088866332e-05,NA,2.077,FALSE,"status=failed_health_gate"
11311,120,8,2,10,"gtmb_la",TRUE,TRUE,0.0918280922065102,0.725089678049407,1.31203947406,FALSE,FALSE,3.03501438911771,0.000506154470501168,0.591789349457026,0.602000000000004,FALSE,NA
11311,120,8,2,10,"gllvm_la",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.00300000000000011,FALSE,"N/A: the condition has length > 1"
11311,120,8,2,10,"gllvm_va",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,"N/A: Family(families):  beta.binomial  not implemented with method ' VA ."
11312,120,8,2,10,"gtmb_va",TRUE,FALSE,0.117120809944532,1.83448001050828,2.06481389843125,FALSE,TRUE,161196.023969489,0.000183373366457129,NA,3.275,FALSE,"status=failed_health_gate"
11312,120,8,2,10,"gtmb_la",TRUE,TRUE,0.11750214420367,1.09523671954836,1.39699038941854,FALSE,FALSE,3.5819125142523,0.000512114290707952,0.637121317937262,0.878999999999998,FALSE,NA
11312,120,8,2,10,"gllvm_la",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.00399999999999778,FALSE,"N/A: the condition has length > 1"
11312,120,8,2,10,"gllvm_va",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.000999999999997669,FALSE,"N/A: Family(families):  beta.binomial  not implemented with method ' VA ."
11301,400,8,2,10,"gtmb_va",TRUE,FALSE,0.0434940928215991,0.876385170527489,1.21364107240457,FALSE,FALSE,3.37637092438578,0.000285624385509609,NA,12.477,FALSE,"status=failed_health_gate"
11301,400,8,2,10,"gtmb_la",TRUE,FALSE,0.0428101074375787,0.562923498213246,0.604608841575444,FALSE,FALSE,2.75985382853408,0.00120587041469206,0.475187176394687,1.974,FALSE,NA
11301,400,8,2,10,"gllvm_la",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.00300000000000011,FALSE,"N/A: the condition has length > 1"
11301,400,8,2,10,"gllvm_va",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.00100000000000477,FALSE,"N/A: Family(families):  beta.binomial  not implemented with method ' VA ."
11302,400,8,2,10,"gtmb_va",TRUE,FALSE,0.0569302102942988,0.590574330073138,1.68266912139488,FALSE,FALSE,3.26826826762696,0.000236554581937373,NA,10.018,FALSE,"status=failed_health_gate"
11302,400,8,2,10,"gtmb_la",TRUE,FALSE,0.0529929649583238,0.396085649837062,1.24047384644728,FALSE,FALSE,3.06372498879246,0.00115630908254105,0.683343666267587,1.85100000000001,TRUE,NA
11302,400,8,2,10,"gllvm_la",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.00399999999999778,FALSE,"N/A: the condition has length > 1"
11302,400,8,2,10,"gllvm_va",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,"N/A: Family(families):  beta.binomial  not implemented with method ' VA ."
11303,400,8,2,10,"gtmb_va",TRUE,FALSE,0.0444076273627534,0.552348036816049,1.4930475465836,FALSE,FALSE,3.12463052434774,0.000308967516894632,NA,10.723,FALSE,"status=failed_health_gate"
11303,400,8,2,10,"gtmb_la",TRUE,FALSE,0.0432799733743683,0.530062265629502,1.17515597800438,FALSE,FALSE,3.01081808036288,0.00252418052804643,0.699001906393518,1.366,FALSE,NA
11303,400,8,2,10,"gllvm_la",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.00300000000000011,FALSE,"N/A: the condition has length > 1"
11303,400,8,2,10,"gllvm_va",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,"N/A: Family(families):  beta.binomial  not implemented with method ' VA ."
11304,400,8,2,10,"gtmb_va",TRUE,FALSE,0.0941562174904687,0.502301167096944,1.13783250800302,FALSE,FALSE,3.25983812335136,0.000107039368764994,NA,11.612,FALSE,"status=failed_health_gate"
11304,400,8,2,10,"gtmb_la",TRUE,FALSE,0.0940872770640482,0.418519546311871,0.7355380178762,FALSE,FALSE,3.08095274434624,0.00125522248231804,0.493122006396383,1.94,TRUE,NA
11304,400,8,2,10,"gllvm_la",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.00300000000000011,FALSE,"N/A: the condition has length > 1"
11304,400,8,2,10,"gllvm_va",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,"N/A: Family(families):  beta.binomial  not implemented with method ' VA ."
11305,400,8,2,10,"gtmb_va",TRUE,FALSE,0.0615323787061504,0.461824969525912,1.27136318698541,FALSE,FALSE,3.03781687458628,0.000330982874060609,NA,11.236,TRUE,"status=failed_health_gate"
11305,400,8,2,10,"gtmb_la",TRUE,FALSE,0.0617789105925999,0.451191816653296,1.0045552851162,FALSE,FALSE,2.91467910216544,0.00251901171302293,0.508537354956457,1.417,TRUE,NA
11305,400,8,2,10,"gllvm_la",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.00300000000000011,FALSE,"N/A: the condition has length > 1"
11305,400,8,2,10,"gllvm_va",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,"N/A: Family(families):  beta.binomial  not implemented with method ' VA ."
11306,400,8,2,10,"gtmb_va",TRUE,FALSE,0.0911792089940213,0.442377383553508,1.87868651061438,FALSE,FALSE,3.06413383702321,0.000104955707906307,NA,10.098,TRUE,"status=failed_health_gate"
11306,400,8,2,10,"gtmb_la",TRUE,FALSE,0.0901901469897407,0.376291687176115,1.55419231019242,FALSE,FALSE,2.97099122479912,0.00124607856943471,0.701172580883691,1.306,TRUE,NA
11306,400,8,2,10,"gllvm_la",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.00300000000000011,FALSE,"N/A: the condition has length > 1"
11306,400,8,2,10,"gllvm_va",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,"N/A: Family(families):  beta.binomial  not implemented with method ' VA ."
11307,400,8,2,10,"gtmb_va",TRUE,FALSE,0.0372532385320152,0.78635070785472,1.52851661159371,FALSE,FALSE,3.16822832639673,4.61568452816696e-05,NA,11.868,FALSE,"status=failed_health_gate"
11307,400,8,2,10,"gtmb_la",TRUE,TRUE,0.034690716850335,0.487209603761635,1.04353689849187,FALSE,FALSE,2.98446637547311,0.000569885170510709,0.530656537548982,1.875,TRUE,NA
11307,400,8,2,10,"gllvm_la",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.00200000000000244,FALSE,"N/A: the condition has length > 1"
11307,400,8,2,10,"gllvm_va",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,"N/A: Family(families):  beta.binomial  not implemented with method ' VA ."
11308,400,8,2,10,"gtmb_va",TRUE,FALSE,0.0774513742514495,0.816340292668297,2.04275849981943,FALSE,FALSE,3.47573111129862,0.000158348349458798,NA,11.438,FALSE,"status=failed_health_gate"
11308,400,8,2,10,"gtmb_la",TRUE,FALSE,0.0784322473027195,0.457555175500507,1.51543126242149,FALSE,FALSE,3.19288415749733,0.00277327501600194,0.696784950128894,2.169,TRUE,NA
11308,400,8,2,10,"gllvm_la",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.00300000000000011,FALSE,"N/A: the condition has length > 1"
11308,400,8,2,10,"gllvm_va",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,"N/A: Family(families):  beta.binomial  not implemented with method ' VA ."
11309,400,8,2,10,"gtmb_va",TRUE,FALSE,0.0805403440283063,0.785051736123949,1.62616701400882,FALSE,FALSE,3.19826170741578,0.000117944878225584,NA,11.944,FALSE,"status=failed_health_gate"
11309,400,8,2,10,"gtmb_la",TRUE,FALSE,0.0810733356378044,0.570610578614454,1.31653615823767,FALSE,FALSE,3.04449418303532,0.00156506519990904,0.707019042122704,1.861,FALSE,NA
11309,400,8,2,10,"gllvm_la",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.00300000000000011,FALSE,"N/A: the condition has length > 1"
11309,400,8,2,10,"gllvm_va",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,"N/A: Family(families):  beta.binomial  not implemented with method ' VA ."
11310,400,8,2,10,"gtmb_va",TRUE,FALSE,0.0598539310986822,0.830049785666464,1.18511697726372,FALSE,FALSE,3.13082313804321,0.000187400949907768,NA,11.78,FALSE,"status=failed_health_gate"
11310,400,8,2,10,"gtmb_la",TRUE,FALSE,0.05377798621519,0.650617563873637,0.681960237266251,FALSE,FALSE,2.9498949189842,0.00108769039466834,0.394415149553918,2.554,FALSE,NA
11310,400,8,2,10,"gllvm_la",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.00300000000000011,FALSE,"N/A: the condition has length > 1"
11310,400,8,2,10,"gllvm_va",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,"N/A: Family(families):  beta.binomial  not implemented with method ' VA ."
11311,400,8,2,10,"gtmb_va",TRUE,FALSE,0.0767408397885172,1.30093829998837,1.73464190129765,FALSE,FALSE,3.23422445447053,0.000306044607474965,NA,12.975,FALSE,"status=failed_health_gate"
11311,400,8,2,10,"gtmb_la",TRUE,TRUE,0.0737573134961974,0.570438922576633,0.90687987576316,FALSE,FALSE,2.73706101223595,0.000417316245844956,0.518472457068542,1.944,FALSE,NA
11311,400,8,2,10,"gllvm_la",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.00200000000000244,FALSE,"N/A: the condition has length > 1"
11311,400,8,2,10,"gllvm_va",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,"N/A: Family(families):  beta.binomial  not implemented with method ' VA ."
11312,400,8,2,10,"gtmb_va",TRUE,FALSE,0.0492717151577561,0.53896543786842,1.22383931572446,FALSE,FALSE,3.19681063800086,8.94039591928103e-05,NA,11.265,FALSE,"status=failed_health_gate"
11312,400,8,2,10,"gtmb_la",TRUE,FALSE,0.0499326549036123,0.467168844168872,0.995060951497299,FALSE,FALSE,3.11804095817991,0.00133778079927949,0.566287827350276,1.346,TRUE,NA
11312,400,8,2,10,"gllvm_la",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.00300000000000011,FALSE,"N/A: the condition has length > 1"
11312,400,8,2,10,"gllvm_va",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,"N/A: Family(families):  beta.binomial  not implemented with method ' VA ."
11301,1000,8,2,10,"gtmb_va",TRUE,FALSE,0.0339724836954324,0.422716165453539,1.39731210835785,FALSE,FALSE,3.08467340241743,0.000496876973829441,NA,55.769,TRUE,"status=failed_health_gate"
11301,1000,8,2,10,"gtmb_la",TRUE,FALSE,0.0316273844012718,0.238878727596376,0.980707139746986,FALSE,FALSE,2.90530862690958,0.00220647262120566,0.612920280182995,3.247,TRUE,NA
11301,1000,8,2,10,"gllvm_la",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.0029999999999859,FALSE,"N/A: the condition has length > 1"
11301,1000,8,2,10,"gllvm_va",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.00100000000000477,FALSE,"N/A: Family(families):  beta.binomial  not implemented with method ' VA ."
11302,1000,8,2,10,"gtmb_va",TRUE,FALSE,0.0432709372783656,0.402929164892275,1.31653635190945,FALSE,FALSE,3.27121424063917,0.000262641591563084,NA,55.925,TRUE,"status=failed_health_gate"
11302,1000,8,2,10,"gtmb_la",TRUE,FALSE,0.0426187981978996,0.356096785702534,1.10293659088925,FALSE,FALSE,3.19515400935733,0.00290810382076367,0.569815973966465,3.892,TRUE,NA
11302,1000,8,2,10,"gllvm_la",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.00399999999999068,FALSE,"N/A: the condition has length > 1"
11302,1000,8,2,10,"gllvm_va",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,"N/A: Family(families):  beta.binomial  not implemented with method ' VA ."
11303,1000,8,2,10,"gtmb_va",TRUE,FALSE,0.0255985887038057,0.575131284265312,1.53643705089202,FALSE,FALSE,3.23833873782465,0.000135398310597612,NA,58.826,FALSE,"status=failed_health_gate"
11303,1000,8,2,10,"gtmb_la",TRUE,FALSE,0.0257532923194962,0.431101065694037,1.2257304940665,FALSE,FALSE,2.99672524614495,0.00287508661913893,0.595002367381621,4.38199999999999,TRUE,NA
11303,1000,8,2,10,"gllvm_la",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.00300000000000011,FALSE,"N/A: the condition has length > 1"
11303,1000,8,2,10,"gllvm_va",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,"N/A: Family(families):  beta.binomial  not implemented with method ' VA ."
11304,1000,8,2,10,"gtmb_va",TRUE,FALSE,0.0350139098751743,0.493120460116417,1.18527538889145,FALSE,FALSE,3.13115510125861,0.000156583262056254,NA,54.732,TRUE,"status=failed_health_gate"
11304,1000,8,2,10,"gtmb_la",TRUE,FALSE,0.0348446303167576,0.433138092113687,0.799652044313906,FALSE,FALSE,2.99656733388093,0.00489477190537491,0.52502161835736,3.56,TRUE,NA
11304,1000,8,2,10,"gllvm_la",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.00300000000000011,FALSE,"N/A: the condition has length > 1"
11304,1000,8,2,10,"gllvm_va",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.000999999999990564,FALSE,"N/A: Family(families):  beta.binomial  not implemented with method ' VA ."
11305,1000,8,2,10,"gtmb_va",TRUE,FALSE,0.0429810924978578,0.283310881962947,1.17629378983467,FALSE,FALSE,2.93220387760192,0.000304642984590153,NA,51.27,TRUE,"status=failed_health_gate"
11305,1000,8,2,10,"gtmb_la",TRUE,TRUE,0.041750456446589,0.351197454989616,0.884104970163172,FALSE,FALSE,2.82515158771766,0.000897551344527396,0.541993960606935,3.833,TRUE,NA
11305,1000,8,2,10,"gllvm_la",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.00300000000000011,FALSE,"N/A: the condition has length > 1"
11305,1000,8,2,10,"gllvm_va",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,"N/A: Family(families):  beta.binomial  not implemented with method ' VA ."
11306,1000,8,2,10,"gtmb_va",TRUE,FALSE,0.0387848763041243,0.22281006070089,1.75807344750733,FALSE,FALSE,3.18200306701102,0.000339413126172472,NA,50.521,TRUE,"status=failed_health_gate"
11306,1000,8,2,10,"gtmb_la",TRUE,FALSE,0.0384963824526539,0.265372995095818,1.49974710118662,FALSE,FALSE,3.11001621694948,0.00327798298083115,0.663795343904756,3.494,TRUE,NA
11306,1000,8,2,10,"gllvm_la",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.00300000000000011,FALSE,"N/A: the condition has length > 1"
11306,1000,8,2,10,"gllvm_va",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,"N/A: Family(families):  beta.binomial  not implemented with method ' VA ."
11307,1000,8,2,10,"gtmb_va",TRUE,FALSE,0.0247925681727863,0.325694479168624,1.32148721821046,FALSE,FALSE,3.09887742372118,0.000105039603686463,NA,47.795,TRUE,"status=failed_health_gate"
11307,1000,8,2,10,"gtmb_la",TRUE,FALSE,0.0242079199891765,0.270464493021147,1.0587209623689,FALSE,FALSE,3.01441639580428,0.00211471708396438,0.583686451530165,3.54900000000001,TRUE,NA
11307,1000,8,2,10,"gllvm_la",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.00399999999999068,FALSE,"N/A: the condition has length > 1"
11307,1000,8,2,10,"gllvm_va",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,"N/A: Family(families):  beta.binomial  not implemented with method ' VA ."
11308,1000,8,2,10,"gtmb_va",TRUE,FALSE,0.0432317689067874,0.255074689088884,1.38754810410289,FALSE,FALSE,3.11576841138456,0.000375456205832334,NA,53.31,TRUE,"status=failed_health_gate"
11308,1000,8,2,10,"gtmb_la",TRUE,FALSE,0.0434017700699217,0.256261379262103,1.23092454728223,FALSE,FALSE,3.06173570080873,0.00437662476995274,0.561747889011918,4.95,TRUE,NA
11308,1000,8,2,10,"gllvm_la",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.00300000000000011,FALSE,"N/A: the condition has length > 1"
11308,1000,8,2,10,"gllvm_va",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,"N/A: Family(families):  beta.binomial  not implemented with method ' VA ."
11309,1000,8,2,10,"gtmb_va",TRUE,FALSE,0.0450537579186381,0.626160111071205,1.45914724640191,FALSE,FALSE,3.20430018839435,0.000120843814373633,NA,52,FALSE,"status=failed_health_gate"
11309,1000,8,2,10,"gtmb_la",TRUE,FALSE,0.0425169558581365,0.430194667731962,0.880299571642174,FALSE,FALSE,2.86287728466586,0.00145190808025886,0.560335227384392,3.116,TRUE,NA
11309,1000,8,2,10,"gllvm_la",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.00999999999999091,FALSE,"N/A: the condition has length > 1"
11309,1000,8,2,10,"gllvm_va",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,"N/A: Family(families):  beta.binomial  not implemented with method ' VA ."
11310,1000,8,2,10,"gtmb_va",TRUE,FALSE,0.0283457953294264,0.653269766427252,0.976926109920019,FALSE,FALSE,2.94791362575461,0.000227070372271237,NA,53.769,FALSE,"status=failed_health_gate"
11310,1000,8,2,10,"gtmb_la",TRUE,FALSE,0.0294574023729321,0.55832743723969,0.742164751236483,FALSE,FALSE,2.86764559997377,0.0021960900393091,0.533120682605324,4.53899999999999,FALSE,NA
11310,1000,8,2,10,"gllvm_la",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.00600000000000023,FALSE,"N/A: the condition has length > 1"
11310,1000,8,2,10,"gllvm_va",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,"N/A: Family(families):  beta.binomial  not implemented with method ' VA ."
11311,1000,8,2,10,"gtmb_va",TRUE,FALSE,0.0361380639672792,0.378901817813599,1.08390450443227,FALSE,FALSE,2.99233390797579,0.000249783572741594,NA,61.234,TRUE,"status=failed_health_gate"
11311,1000,8,2,10,"gtmb_la",TRUE,FALSE,0.0363808559331932,0.367929935689973,0.86905793044823,FALSE,FALSE,2.919941016166,0.0029427702403301,0.501819193378825,3.474,TRUE,NA
11311,1000,8,2,10,"gllvm_la",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.00600000000000023,FALSE,"N/A: the condition has length > 1"
11311,1000,8,2,10,"gllvm_va",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.00100000000000477,FALSE,"N/A: Family(families):  beta.binomial  not implemented with method ' VA ."
11312,1000,8,2,10,"gtmb_va",TRUE,FALSE,0.0374662774249986,0.272114770886062,1.14678665821702,FALSE,FALSE,3.17422269278156,0.000304942363759428,NA,48.904,TRUE,"status=failed_health_gate"
11312,1000,8,2,10,"gtmb_la",TRUE,TRUE,0.0380230565849563,0.290926254683204,0.879811867618391,FALSE,FALSE,3.07199133256236,0.000824222282763909,0.550095460872709,3.23099999999999,TRUE,NA
11312,1000,8,2,10,"gllvm_la",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.00300000000000011,FALSE,"N/A: the condition has length > 1"
11312,1000,8,2,10,"gllvm_va",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,"N/A: Family(families):  beta.binomial  not implemented with method ' VA ."
